food_id,food_item,serving_size_g,category,main_ingredients,calories,protein_g,carbs_g,fat_g,fiber_g,nutrition_notes,dietary_tags,meal_type,dish_role,cal_per_100g,macro_basis,pairs_well_with,min_serving_g,max_serving_g,allergens,gi,gl,gi_category,prep_method,sodium_mg,sodium_category
SL213,Corn Flakes,30,Grains & Rice Dishes,"corn, sugar, salt, malt flavouring",110,2.0,25.0,0.5,1.0,Common packaged breakfast; low fibre; often fortified with vitamins,"Vegetarian,Contains Gluten",breakfast,standalone,366.7,per_serving,,25,40,gluten,81,20.2,high,baked,140,medium
SL214,Oat Porridge,200,Grains & Rice Dishes,"rolled oats, water, salt",150,5.0,27.0,3.0,3.0,High fibre; low GI; excellent for weight management and cholesterol,"Vegetarian,Vegan,Contains Gluten",breakfast,standalone,75.0,per_serving,,130,270,gluten,55,14.8,low,boiled,195,medium
SL215,Malay Pickle,30,Condiments & Pickles,"vegetables, vinegar, turmeric, mustard seeds, sugar",35,0.5,8.0,0.0,0.5,Traditional Sri Lankan pickle served with rice; small accompaniment,"Gluten-Free,Vegetarian,Vegan",any,condiment,116.7,per_serving,,20,40,none,28,2.2,low,raw,790,high
SL216,Red Rice,200,Grains & Rice Dishes,"Red rice,water,salt",215,4.5,44.0,1.8,3.5,"Sri Lankan red rice — lower GI than white rice, rich in antioxidants","Gluten-Free,Vegetarian,Vegan",lunch_dinner,main,107.5,per_serving,"SL010,SL011",150,250,none,55,24.2,low,boiled,5,low
SL217,Brown Rice,200,Grains & Rice Dishes,"Brown rice,water,salt",220,4.8,45.0,1.8,3.8,"Wholegrain rice — retains bran and germ, rich in B vitamins","Gluten-Free,Vegetarian,Vegan",lunch_dinner,main,110.0,per_serving,"SL010,SL011",150,250,none,50,22.5,low,boiled,5,low
SL218,Atta Roti,80,Roti & Flatbreads,"Whole wheat flour,water,salt,oil",175,5.8,33.0,2.8,4.5,Whole wheat flatbread — higher fibre and lower GI than white roti,"Contains Gluten,Vegetarian,Vegan",any,main,218.8,per_serving,"SL010,SL016,SL018",60,100,gluten,54,17.8,low,pan_fried,120,low
SL219,Oat Roti,80,Roti & Flatbreads,"Oat flour,whole wheat flour,water,salt",165,5.5,28.0,4.5,5.0,"High-fibre oat flatbread — slow digestion, excellent for weight loss","Contains Gluten,Vegetarian,Vegan",any,main,206.3,per_serving,"SL010,SL016",60,100,gluten,48,13.4,low,pan_fried,115,low
SL220,Ragi Roti,80,Roti & Flatbreads,"Finger millet flour,water,onion,salt",180,5.5,32.0,3.5,5.0,"Finger millet flatbread — rich in calcium, iron and dietary fibre","Gluten-Free,Vegetarian,Vegan",any,main,225.0,per_serving,"SL010,SL016",60,100,none,55,17.6,low,pan_fried,110,low
SL221,Wheat Pittu,150,Grains & Rice Dishes,"Wheat flour,grated coconut,water,salt",285,8.5,52.0,5.5,3.0,Steamed wheat flour pittu cylinders — higher protein than rice pittu,"Contains Gluten,Vegetarian,Vegan",lunch_dinner,main,190.0,per_serving,"SL010,SL129",100,200,gluten,62,32.2,medium,steamed,130,low
SL222,Ragi String Hoppers,120,Grains & Rice Dishes,"Finger millet flour,water,salt",190,4.8,37.0,1.8,4.5,"Finger millet string hoppers — high in calcium and fibre, low GI","Gluten-Free,Vegetarian,Vegan",any,main,158.3,per_serving,"SL010,SL129",80,160,none,52,19.2,low,steamed,115,low
SL223,Kurakkan String Hoppers,120,Grains & Rice Dishes,"Kurakkan flour,water,salt",195,5.0,38.0,2.0,4.8,Kurakkan (finger millet) string hoppers — rich in minerals,"Gluten-Free,Vegetarian,Vegan",any,main,162.5,per_serving,"SL010,SL129",80,160,none,52,19.8,low,steamed,110,low
SL224,Akki Roti,90,Roti & Flatbreads,"Rice flour,grated coconut,onion,green chilli,salt",210,3.5,38.0,5.5,2.0,Sri Lankan rice flour flatbread with coconut and spices,"Gluten-Free,Vegetarian,Vegan",any,main,233.3,per_serving,"SL010,SL011",65,115,none,60,22.8,medium,pan_fried,150,low
SL225,Malabar Parotta,90,Roti & Flatbreads,"Refined flour,oil,water,salt",305,6.5,48.0,10.5,1.5,Layered Sri Lankan parotta — flaky and soft,"Contains Gluten,Vegetarian",lunch_dinner,main,338.9,per_serving,"SL010,SL016,SL018",65,115,gluten,70,33.6,high,pan_fried,220,medium
SL226,Semolina Upma,200,Grains & Rice Dishes,"Semolina,onion,mustard seeds,curry leaves,vegetables,oil,salt",280,7.0,48.0,7.0,3.5,South Indian semolina porridge with vegetables — popular Sri Lankan breakfast,"Contains Gluten,Vegetarian,Vegan",any,main,140.0,per_serving,SL011,150,250,gluten,65,31.2,medium,stir_fried,280,medium
SL227,String Hopper Pittu,150,Grains & Rice Dishes,"Rice flour,grated coconut,water,salt",270,5.5,52.0,4.5,3.0,String hoppers pressed into pittu form with coconut layers,"Gluten-Free,Vegetarian,Vegan",any,main,180.0,per_serving,"SL010,SL129",100,200,none,65,33.8,medium,steamed,125,low
SL228,Millet Rice,200,Millet & Ancient Grains,"Foxtail millet,water,salt",210,6.5,42.0,2.5,4.2,"Foxtail millet cooked like rice — high protein, low GI, gluten-free","Gluten-Free,Vegetarian,Vegan",lunch_dinner,main,105.0,per_serving,"SL010,SL011",150,250,none,50,21.0,low,boiled,5,low
SL229,Milk Pittu,150,Grains & Rice Dishes,"Rice flour,coconut milk,grated coconut,salt",340,6.0,54.0,11.0,2.5,Steamed rice pittu with coconut milk — creamy and filling,"Gluten-Free,Vegetarian",breakfast,main,226.7,per_serving,"SL011,SL129",100,200,none,68,36.7,medium,steamed,140,low
SL230,Egg Roti,100,Roti & Flatbreads,"Flour,egg,onion,green chilli,salt,oil",260,9.5,35.0,9.5,1.5,"Sri Lankan egg flatbread — high protein, popular street food",Contains Gluten,breakfast,main,260.0,per_serving,"SL011,SL129",75,125,"gluten,egg",65,22.8,medium,pan_fried,240,medium
SL231,Wheat Appa,100,Grains & Rice Dishes,"Whole wheat flour,coconut milk,yeast,salt",195,5.5,34.0,5.0,3.5,Bowl-shaped whole wheat hoppers — higher fibre than rice hoppers,"Contains Gluten,Vegetarian",breakfast,main,195.0,per_serving,"SL010,SL129",65,135,gluten,58,19.7,medium,steamed,115,low
SL232,Banana (medium),120,Fruits,Banana,107,1.3,27.0,0.4,3.1,Rich in potassium and natural energy — ideal pre/post workout snack,"Gluten-Free,Vegetarian,Vegan",snack,standalone,89.2,per_serving,,100,140,none,51,13.8,low,raw,1,low
SL233,Papaya (sliced),150,Fruits,Papaya,60,0.7,15.0,0.4,2.3,Excellent source of vitamin C and digestive enzymes (papain),"Gluten-Free,Vegetarian,Vegan",snack,standalone,40.0,per_serving,,120,200,none,59,8.8,medium,raw,8,low
SL234,Mango (sliced),150,Fruits,Mango,99,1.4,25.0,0.6,2.6,Rich in vitamins A and C — moderation advised for diabetics,"Gluten-Free,Vegetarian,Vegan",snack,standalone,66.0,per_serving,,120,200,none,51,12.8,low,raw,2,low
SL235,Guava (fresh),100,Fruits,Guava,68,2.6,14.0,1.0,5.4,Very high in vitamin C — one guava has 4x the vitamin C of an orange,"Gluten-Free,Vegetarian,Vegan",snack,standalone,68.0,per_serving,,80,130,none,12,1.7,low,raw,2,low
SL236,Watermelon (sliced),200,Fruits,Watermelon,60,1.2,15.0,0.2,0.6,95% water — excellent for hydration; low in calories,"Gluten-Free,Vegetarian,Vegan",snack,standalone,30.0,per_serving,,150,300,none,72,10.8,high,raw,2,low
SL237,Pineapple (sliced),150,Fruits,Pineapple,78,0.9,20.0,0.2,2.3,Contains bromelain — anti-inflammatory enzyme; rich in manganese,"Gluten-Free,Vegetarian,Vegan",snack,standalone,52.0,per_serving,,120,200,none,66,13.2,medium,raw,2,low
SL238,King Coconut Water,300,Beverages,King coconut water,60,0.5,15.0,0.0,0.0,"Sri Lankan king coconut — natural electrolytes, low in calories","Gluten-Free,Vegetarian,Vegan",snack,standalone,20.0,per_serving,,250,350,none,3,0.5,low,raw,252,medium
SL239,Fresh Jackfruit,150,Fruits,Jackfruit,135,2.5,35.0,0.3,2.3,Mild sweet flavour — good source of B vitamins,"Gluten-Free,Vegetarian,Vegan",snack,standalone,90.0,per_serving,,120,200,none,50,17.5,low,raw,3,low
SL240,Plain Yogurt,150,Dairy Products,Full cream milk yogurt,110,5.5,10.0,5.0,0.0,Probiotic-rich — supports gut health and immunity,"Gluten-Free,Vegetarian",snack,standalone,73.3,per_serving,,120,180,dairy,36,3.6,low,raw,65,low
SL241,Low-Fat Yogurt,150,Dairy Products,Skimmed milk yogurt,80,7.5,10.0,1.5,0.0,"High protein, low fat — ideal for weight loss and muscle building","Gluten-Free,Vegetarian",snack,standalone,53.3,per_serving,,120,180,dairy,32,3.2,low,raw,80,low
SL242,Boiled Egg,60,Dairy Products,"Egg,water",78,6.3,0.6,5.3,0.0,Complete protein source — all 9 essential amino acids,Gluten-Free,snack,standalone,130.0,per_serving,,50,70,egg,0,0.0,low,boiled,62,low
SL243,Roasted Chana,40,Pulses & Legumes,"Bengal gram,spices,salt",144,7.5,22.0,3.5,5.5,"High-fibre, high-protein snack — excellent for satiety","Gluten-Free,Vegetarian,Vegan",snack,standalone,360.0,per_serving,,30,50,none,28,6.2,low,roasted,180,low
SL244,Sprouted Mung Salad,100,Pulses & Legumes,"Mung bean sprouts,onion,tomato,lime,salt",85,5.5,14.5,1.0,3.5,Live enzymes and micronutrients — excellent detox snack,"Gluten-Free,Vegetarian,Vegan",snack,standalone,85.0,per_serving,,80,130,none,25,3.6,low,raw,95,low
SL245,Avocado (half),80,Fruits,Avocado,128,1.3,6.0,12.0,5.0,Rich in healthy monounsaturated fats and potassium,"Gluten-Free,Vegetarian,Vegan",snack,standalone,160.0,per_serving,,60,100,none,10,0.6,low,raw,7,low
SL246,Fruit Salad,180,Fruits,"Papaya,mango,pineapple,guava,lime",110,1.5,27.0,0.5,3.0,Mixed tropical fruit salad — rich in vitamin C and antioxidants,"Gluten-Free,Vegetarian,Vegan",snack,standalone,61.1,per_serving,,150,220,none,52,14.0,low,raw,5,low
SL247,Spinach Curry,150,Leafy Greens & Herbs,"Spinach,coconut milk,onion,garlic,turmeric,salt",95,4.5,8.0,5.5,3.5,Iron-rich spinach in mild coconut gravy — excellent for anaemia,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,side,63.3,per_serving,,110,190,none,15,1.2,low,boiled,185,low
SL248,Mushroom Curry,150,Vegetables,"Button mushrooms,coconut milk,onion,spices,salt",120,4.0,10.0,7.5,2.5,Umami-rich mushroom curry — good source of B vitamins and selenium,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,side,80.0,per_serving,,110,190,none,15,1.5,low,boiled,195,low
SL250,Tempered Leeks,100,Vegetables,"Leeks,coconut oil,onion,mustard,curry leaves,salt",85,2.0,12.0,4.0,3.0,Stir-fried leeks with Sri Lankan tempering — high in vitamin K,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,side,85.0,per_serving,,75,125,none,20,2.4,low,stir_fried,165,low
SL251,Drumstick Curry,150,Vegetables,"Drumstick (Murunga),coconut milk,onion,turmeric,salt",105,3.5,12.0,5.0,4.5,Moringa/drumstick curry — exceptionally rich in vitamins and minerals,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,side,70.0,per_serving,,110,190,none,18,2.2,low,boiled,175,low
SL253,Tempered Chickpeas,150,Pulses & Legumes,"Chickpeas,onion,tomato,spices,coconut oil,salt",175,8.5,24.0,5.5,7.0,"High-protein, high-fibre legume side — excellent for weight management","Gluten-Free,Vegetarian,Vegan",any,side,116.7,per_serving,,110,190,none,28,6.7,low,boiled,195,low
SL254,Long Bean Curry,150,Vegetables,"Long beans,coconut milk,onion,turmeric,mustard,salt",110,4.0,14.0,5.0,5.5,Stir-fried long beans — high in fibre and folate,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,side,73.3,per_serving,,110,190,none,15,2.1,low,stir_fried,170,low
SL255,Tomato Curry,120,Vegetables,"Tomatoes,onion,garlic,spices,coconut oil,salt",80,2.0,12.0,3.5,2.5,Tangy tomato curry — rich in lycopene and vitamin C,"Gluten-Free,Vegetarian,Vegan",any,side,66.7,per_serving,,90,150,none,15,1.8,low,boiled,195,low
SL258,Masala Dosa,200,Grains & Rice Dishes,"Rice flour,urad dal,potato,onion,spices,oil",420,9.5,72.0,11.5,4.5,Crispy rice crepe with spiced potato filling — South Indian classic,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,standalone,210.0,per_serving,,160,240,none,62,44.6,medium,pan_fried,380,medium
SL259,Uttapam,200,Grains & Rice Dishes,"Rice flour,urad dal,onion,tomato,chilli,oil",320,8.5,58.0,7.5,3.5,Thick Sri Lankan savoury pancake with vegetables,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,standalone,160.0,per_serving,,160,240,none,60,34.8,medium,pan_fried,310,medium
SL260,Vegetable Fried Rice,300,Grains & Rice Dishes,"Rice,mixed vegetables,egg,soy sauce,sesame oil",380,9.5,62.0,10.5,3.5,Sri Lankan style vegetable fried rice,"Gluten-Free,Vegetarian",lunch_dinner,standalone,126.7,per_serving,,250,350,"egg,soy",65,40.3,medium,stir_fried,620,high
SL262,Lentil Rice (Parippu Bath),300,Grains & Rice Dishes,"Rice,red lentils,coconut milk,onion,spices",420,14.0,72.0,8.5,8.5,"One-pot rice and lentil dish — complete protein, high fibre","Gluten-Free,Vegetarian,Vegan",lunch_dinner,standalone,140.0,per_serving,,250,350,none,48,34.6,low,boiled,250,medium
SL263,Mung Bean Rice,300,Grains & Rice Dishes,"Rice,mung beans,coconut milk,onion,turmeric",390,12.5,70.0,6.5,7.5,Nourishing mung bean and rice — popular Sri Lankan comfort food,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,standalone,130.0,per_serving,,250,350,none,45,31.5,low,boiled,175,low
SL264,Tofu Kottu,300,Roti & Flatbreads,"Roti,tofu,vegetables,spices,oil",480,20.0,60.0,16.5,5.0,Vegan kottu with tofu — high protein plant-based version,"Contains Gluten,Vegetarian,Vegan",lunch_dinner,standalone,160.0,per_serving,,250,350,"gluten,soy",55,33.0,low,stir_fried,520,medium
SL265,Jackfruit Kottu,300,Roti & Flatbreads,"Roti,green jackfruit,vegetables,spices,coconut oil",460,9.5,72.0,14.5,7.5,Shredded roti with young jackfruit — popular vegan comfort food,"Contains Gluten,Vegetarian,Vegan",lunch_dinner,standalone,153.3,per_serving,,250,350,gluten,58,41.8,medium,stir_fried,480,medium
